id,group_id,label,tf_snippet
4.log::f11,4.log,0,"# generated 2025-08-08T07:16:18.523879+00:00
resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-3o""
  location = ""uksouth""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-cw""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-bf""
  address_prefixes     = [""10.7.1.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-uk""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-9e""
    private_ip_address_allocation = ""westeurope""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-1v""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-2i""
  network_interface_ids = [azurerm_network_interface.nic.id]
}
# eof
"
5.log::f00,5.log,0,"# generated 2025-08-08T07:16:18.524880+00:00
resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-kw""
  location = ""japaneast""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-v0""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-8h""
  address_prefixes     = [""10.9.6.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-hx""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-fg""
    private_ip_address_allocation = ""eastus""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-ca""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-qv""
  network_interface_ids = [azurerm_network_interface.nic.id]
}"
5.log::f01,5.log,0,"# generated 2025-08-08T07:16:18.524880+00:00
resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-y7""
  location = ""uksouth""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-2w""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-x7""
  address_prefixes     = [""10.7.1.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-pt""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-x6""
    private_ip_address_allocation = ""japaneast""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-3c""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-fl""
  network_interface_ids = [azurerm_network_interface.nic.id]
}
# eof
"
5.log::f02,5.log,0,"# generated 2025-08-08T07:16:18.524880+00:00
resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-7s""
  location = ""japaneast""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-rc""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-bp""
  address_prefixes     = [""10.4.6.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-lj""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-d8""
    private_ip_address_allocation = ""uksouth""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-4u""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-89""
  network_interface_ids = [azurerm_network_interface.nic.id]
}"
5.log::f03,5.log,0,"# generated 2025-08-08T07:16:18.524880+00:00
resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-x6""
  location = ""westeurope""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-gv""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-wr""
  address_prefixes     = [""10.7.8.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-dm""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-ly""
    private_ip_address_allocation = ""uksouth""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-4l""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-yk""
  network_interface_ids = [azurerm_network_interface.nic.id]
}
# eof
"
5.log::f04,5.log,0,"# generated 2025-08-08T07:16:18.525880+00:00
resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-e1""
  location = ""eastus2""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-53""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-a5""
  address_prefixes     = [""10.4.5.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-qb""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-sw""
    private_ip_address_allocation = ""japaneast""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-rp""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-bj""
  network_interface_ids = [azurerm_network_interface.nic.id]
}"
5.log::f05,5.log,0,"# generated 2025-08-08T07:16:18.525880+00:00
resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-9v""
  location = ""uksouth""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-if""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-tt""
  address_prefixes     = [""10.1.0.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-d9""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-6q""
    private_ip_address_allocation = ""japaneast""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-e3""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-rz""
  network_interface_ids = [azurerm_network_interface.nic.id]
}
# eof
"
5.log::f06,5.log,0,"resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-qf""
  location = ""uksouth""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-gv""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-0e""
  address_prefixes     = [""10.7.3.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-c1""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-4m""
    private_ip_address_allocation = ""uksouth""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-2j""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-a0""
  network_interface_ids = [azurerm_network_interface.nic.id]
}
# eof
"
5.log::f07,5.log,0,"resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-tm""
  location = ""westeurope""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-tt""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-ql""
  address_prefixes     = [""10.2.7.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-gz""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-ui""
    private_ip_address_allocation = ""westeurope""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-1b""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-0z""
  network_interface_ids = [azurerm_network_interface.nic.id]
}"
5.log::f08,5.log,0,"resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-8e""
  location = ""japaneast""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-8l""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-d4""
  address_prefixes     = [""10.2.7.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-d6""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-af""
    private_ip_address_allocation = ""japaneast""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-58""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-c2""
  network_interface_ids = [azurerm_network_interface.nic.id]
}
# eof
"
5.log::f09,5.log,0,"# generated 2025-08-08T07:16:18.526880+00:00
resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-44""
  location = ""eastus""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-nl""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-z1""
  address_prefixes     = [""10.1.5.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-5b""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-cw""
    private_ip_address_allocation = ""eastus""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-79""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-0p""
  network_interface_ids = [azurerm_network_interface.nic.id]
}"
5.log::f10,5.log,0,"resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-lc""
  location = ""eastus2""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-mp""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-io""
  address_prefixes     = [""10.0.0.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-yg""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-gv""
    private_ip_address_allocation = ""westeurope""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-ny""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-ru""
  network_interface_ids = [azurerm_network_interface.nic.id]
}
# eof
"
5.log::f11,5.log,0,"resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-compute-eastus2-6y""
  location = ""uksouth""
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-compute-fp""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = ""vnet-main-mv""
  address_prefixes     = [""10.0.7.0/24""]
}

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-xp""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-j4""
    private_ip_address_allocation = ""japaneast""
  }
}

resource ""azurerm_linux_virtual_machine"" ""vm"" {
  name = ""vm-compute-01-hn""
  resource_group_name   = azurerm_resource_group.rg.name
  location              = azurerm_resource_group.rg.location
  size                  = ""Standard_D16s_v5""
  admin_username = ""azureuser-ri""
  network_interface_ids = [azurerm_network_interface.nic.id]
}"
6.log::p00,6.log,1,"# generated 2025-08-08T07:16:18.527879+00:00

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-ju""
  location = ""eastus2""
  resource_group_name = ""rg-prod-eastus-y0""

  ip_configuration {
    name = ""internal-bv""
    subnet_id                     = azurerm_subnet.subnet-prod.id
    private_ip_address_allocation = ""uksouth""
  }
}

resource ""azurerm_subnet"" ""subnet-prod"" {
  name = ""subnet-prod-r6""
  resource_group_name = ""rg-prod-eastus-k2""
  virtual_network_name = ""vnet-main-vm""
  address_prefixes     = [""10.0.6.0/24""]
}"
6.log::p01,6.log,1,"# generated 2025-08-08T07:16:18.527879+00:00
resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-demo-2b""
  location = ""westeurope""
}

resource ""azurerm_virtual_network"" ""vnet"" {
  name = ""vnet-main-ne""
  address_space       = [""10.2.1.0/24""]
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-app-6l""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = azurerm_virtual_network.vnet.name
  address_prefixes     = [""10.0.4.0/24""]
}
# eof
"
6.log::p02,6.log,1,"
resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-sj""
  location = ""eastus2""
  resource_group_name = ""rg-prod-eastus-f6""

  ip_configuration {
    name = ""internal-78""
    subnet_id                     = azurerm_subnet.subnet-prod.id
    private_ip_address_allocation = ""westeurope""
  }
}

resource ""azurerm_subnet"" ""subnet-prod"" {
  name = ""subnet-prod-k5""
  resource_group_name = ""rg-prod-eastus-2q""
  virtual_network_name = ""vnet-main-c1""
  address_prefixes     = [""10.5.8.0/24""]
}"
6.log::p03,6.log,1,"
resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-at""
  location = ""uksouth""
  resource_group_name = ""rg-prod-eastus-qy""

  ip_configuration {
    name = ""internal-yv""
    subnet_id                     = azurerm_subnet.subnet-prod.id
    private_ip_address_allocation = ""japaneast""
  }
}

resource ""azurerm_subnet"" ""subnet-prod"" {
  name = ""subnet-prod-37""
  resource_group_name = ""rg-prod-eastus-di""
  virtual_network_name = ""vnet-main-a5""
  address_prefixes     = [""10.1.6.0/24""]
}
# eof
"
6.log::p04,6.log,1,"resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-demo-f8""
  location = ""uksouth""
}

resource ""azurerm_virtual_network"" ""vnet"" {
  name = ""vnet-main-kr""
  address_space       = [""10.7.4.0/24""]
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-app-d5""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = azurerm_virtual_network.vnet.name
  address_prefixes     = [""10.6.1.0/24""]
}
resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic-ok-eq""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-y0""
    subnet_id                     = azurerm_subnet.subnet.id
    private_ip_address_allocation = ""westeurope""
  }
}"
6.log::p05,6.log,1,"# generated 2025-08-08T07:16:18.527879+00:00

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-w7""
  location = ""eastus""
  resource_group_name = ""rg-prod-eastus-ky""

  ip_configuration {
    name = ""internal-hq""
    subnet_id                     = azurerm_subnet.subnet-prod.id
    private_ip_address_allocation = ""westeurope""
  }
}

resource ""azurerm_subnet"" ""subnet-prod"" {
  name = ""subnet-prod-in""
  resource_group_name = ""rg-prod-eastus-9n""
  virtual_network_name = ""vnet-main-6x""
  address_prefixes     = [""10.1.7.0/24""]
}"
6.log::p06,6.log,1,"
resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-xv""
  location = ""japaneast""
  resource_group_name = ""rg-prod-eastus-a2""

  ip_configuration {
    name = ""internal-ie""
    subnet_id                     = azurerm_subnet.subnet-prod.id
    private_ip_address_allocation = ""eastus2""
  }
}

resource ""azurerm_subnet"" ""subnet-prod"" {
  name = ""subnet-prod-uc""
  resource_group_name = ""rg-prod-eastus-1h""
  virtual_network_name = ""vnet-main-h5""
  address_prefixes     = [""10.1.3.0/24""]
}"
6.log::p07,6.log,1,"# generated 2025-08-08T07:16:18.527879+00:00

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-t2""
  location = ""eastus""
  resource_group_name = ""rg-prod-eastus-d5""

  ip_configuration {
    name = ""internal-em""
    subnet_id                     = azurerm_subnet.subnet-prod.id
    private_ip_address_allocation = ""eastus""
  }
}

resource ""azurerm_subnet"" ""subnet-prod"" {
  name = ""subnet-prod-2v""
  resource_group_name = ""rg-prod-eastus-aj""
  virtual_network_name = ""vnet-main-ep""
  address_prefixes     = [""10.2.2.0/24""]
}"
6.log::p08,6.log,1,"
resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-qh""
  location = ""eastus""
  resource_group_name = ""rg-prod-eastus-w0""

  ip_configuration {
    name = ""internal-6x""
    subnet_id                     = azurerm_subnet.subnet-prod.id
    private_ip_address_allocation = ""westeurope""
  }
}

resource ""azurerm_subnet"" ""subnet-prod"" {
  name = ""subnet-prod-kx""
  resource_group_name = ""rg-prod-eastus-b9""
  virtual_network_name = ""vnet-main-4p""
  address_prefixes     = [""10.9.1.0/24""]
}
# eof
"
6.log::p09,6.log,1,"resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-demo-ew""
  location = ""eastus""
}

resource ""azurerm_virtual_network"" ""vnet"" {
  name = ""vnet-main-vz""
  address_space       = [""10.5.9.0/24""]
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-app-nv""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = azurerm_virtual_network.vnet.name
  address_prefixes     = [""10.2.1.0/24""]
}
resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic-ok-ks""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-p2""
    subnet_id                     = azurerm_subnet.subnet.id
    private_ip_address_allocation = ""uksouth""
  }
}
# eof
"
6.log::p10,6.log,1,"
resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-mq""
  location = ""eastus""
  resource_group_name = ""rg-prod-eastus-od""

  ip_configuration {
    name = ""internal-px""
    subnet_id                     = azurerm_subnet.subnet-prod.id
    private_ip_address_allocation = ""japaneast""
  }
}

resource ""azurerm_subnet"" ""subnet-prod"" {
  name = ""subnet-prod-nf""
  resource_group_name = ""rg-prod-eastus-7c""
  virtual_network_name = ""vnet-main-3d""
  address_prefixes     = [""10.3.6.0/24""]
}"
6.log::p11,6.log,1,"
resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-le""
  location = ""westeurope""
  resource_group_name = ""rg-prod-eastus-mx""

  ip_configuration {
    name = ""internal-15""
    subnet_id                     = azurerm_subnet.subnet-prod.id
    private_ip_address_allocation = ""eastus2""
  }
}

resource ""azurerm_subnet"" ""subnet-prod"" {
  name = ""subnet-prod-z8""
  resource_group_name = ""rg-prod-eastus-vm""
  virtual_network_name = ""vnet-main-uh""
  address_prefixes     = [""10.8.8.0/24""]
}
# eof
"
6.log::p12,6.log,1,"
resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-1u""
  location = ""eastus2""
  resource_group_name = ""rg-prod-eastus-34""

  ip_configuration {
    name = ""internal-93""
    subnet_id                     = azurerm_subnet.subnet-prod.id
    private_ip_address_allocation = ""japaneast""
  }
}

resource ""azurerm_subnet"" ""subnet-prod"" {
  name = ""subnet-prod-wx""
  resource_group_name = ""rg-prod-eastus-a7""
  virtual_network_name = ""vnet-main-3j""
  address_prefixes     = [""10.5.1.0/24""]
}
# eof
"
6.log::p13,6.log,1,"
resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-gf""
  location = ""japaneast""
  resource_group_name = ""rg-prod-eastus-xc""

  ip_configuration {
    name = ""internal-08""
    subnet_id                     = azurerm_subnet.subnet-prod.id
    private_ip_address_allocation = ""uksouth""
  }
}

resource ""azurerm_subnet"" ""subnet-prod"" {
  name = ""subnet-prod-dt""
  resource_group_name = ""rg-prod-eastus-nq""
  virtual_network_name = ""vnet-main-fl""
  address_prefixes     = [""10.5.0.0/24""]
}"
6.log::p14,6.log,1,"resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-demo-jx""
  location = ""japaneast""
}

resource ""azurerm_virtual_network"" ""vnet"" {
  name = ""vnet-main-rp""
  address_space       = [""10.2.9.0/24""]
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-app-j1""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = azurerm_virtual_network.vnet.name
  address_prefixes     = [""10.0.1.0/24""]
}
resource ""azurerm_route_table"" ""rt"" {
  name = ""rt-ok-ep""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name
}

resource ""azurerm_subnet_route_table_association"" ""assoc"" {
  subnet_id      = azurerm_subnet.subnet.id
  route_table_id = azurerm_route_table.rt.id
}"
6.log::p15,6.log,1,"
resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-h9""
  location = ""uksouth""
  resource_group_name = ""rg-prod-eastus-bh""

  ip_configuration {
    name = ""internal-81""
    subnet_id                     = azurerm_subnet.subnet-prod.id
    private_ip_address_allocation = ""eastus2""
  }
}

resource ""azurerm_subnet"" ""subnet-prod"" {
  name = ""subnet-prod-1k""
  resource_group_name = ""rg-prod-eastus-er""
  virtual_network_name = ""vnet-main-pe""
  address_prefixes     = [""10.4.0.0/24""]
}"
6.log::p16,6.log,1,"
resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-5b""
  location = ""uksouth""
  resource_group_name = ""rg-prod-eastus-a7""

  ip_configuration {
    name = ""internal-5u""
    subnet_id                     = azurerm_subnet.subnet-prod.id
    private_ip_address_allocation = ""westeurope""
  }
}

resource ""azurerm_subnet"" ""subnet-prod"" {
  name = ""subnet-prod-uz""
  resource_group_name = ""rg-prod-eastus-pe""
  virtual_network_name = ""vnet-main-al""
  address_prefixes     = [""10.1.6.0/24""]
}"
6.log::p17,6.log,1,"resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-demo-vs""
  location = ""japaneast""
}

resource ""azurerm_virtual_network"" ""vnet"" {
  name = ""vnet-main-ol""
  address_space       = [""10.6.1.0/24""]
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-app-ml""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = azurerm_virtual_network.vnet.name
  address_prefixes     = [""10.3.6.0/24""]
}
resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic-ok-gs""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-es""
    subnet_id                     = azurerm_subnet.subnet.id
    private_ip_address_allocation = ""japaneast""
  }
}"
6.log::p18,6.log,1,"# generated 2025-08-08T07:16:18.527879+00:00
resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-demo-hv""
  location = ""uksouth""
}

resource ""azurerm_virtual_network"" ""vnet"" {
  name = ""vnet-main-1x""
  address_space       = [""10.3.1.0/24""]
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-app-g1""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = azurerm_virtual_network.vnet.name
  address_prefixes     = [""10.2.4.0/24""]
}
resource ""azurerm_route_table"" ""rt"" {
  name = ""rt-ok-r1""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name
}

resource ""azurerm_subnet_route_table_association"" ""assoc"" {
  subnet_id      = azurerm_subnet.subnet.id
  route_table_id = azurerm_route_table.rt.id
}"
6.log::p19,6.log,1,"
resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-5w""
  location = ""japaneast""
  resource_group_name = ""rg-prod-eastus-fc""

  ip_configuration {
    name = ""internal-pk""
    subnet_id                     = azurerm_subnet.subnet-prod.id
    private_ip_address_allocation = ""eastus""
  }
}

resource ""azurerm_subnet"" ""subnet-prod"" {
  name = ""subnet-prod-jc""
  resource_group_name = ""rg-prod-eastus-sl""
  virtual_network_name = ""vnet-main-qc""
  address_prefixes     = [""10.9.5.0/24""]
}"
6.log::p20,6.log,1,"# generated 2025-08-08T07:16:18.527879+00:00
resource ""azurerm_resource_group"" ""rg"" {
  name = ""rg-demo-qt""
  location = ""eastus""
}

resource ""azurerm_virtual_network"" ""vnet"" {
  name = ""vnet-main-26""
  address_space       = [""10.9.9.0/24""]
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name
}

resource ""azurerm_subnet"" ""subnet"" {
  name = ""subnet-app-q3""
  resource_group_name  = azurerm_resource_group.rg.name
  virtual_network_name = azurerm_virtual_network.vnet.name
  address_prefixes     = [""10.8.6.0/24""]
}
resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic-ok-xl""
  location            = azurerm_resource_group.rg.location
  resource_group_name = azurerm_resource_group.rg.name

  ip_configuration {
    name = ""internal-rf""
    subnet_id                     = azurerm_subnet.subnet.id
    private_ip_address_allocation = ""westeurope""
  }
}"
6.log::p21,6.log,1,"# generated 2025-08-08T07:16:18.527879+00:00

resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-xb""
  location = ""japaneast""
  resource_group_name = ""rg-prod-eastus-z9""

  ip_configuration {
    name = ""internal-sv""
    subnet_id                     = azurerm_subnet.subnet-prod.id
    private_ip_address_allocation = ""eastus""
  }
}

resource ""azurerm_subnet"" ""subnet-prod"" {
  name = ""subnet-prod-n7""
  resource_group_name = ""rg-prod-eastus-n1""
  virtual_network_name = ""vnet-main-yb""
  address_prefixes     = [""10.1.8.0/24""]
}"
6.log::p22,6.log,1,"
resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-0x""
  location = ""eastus""
  resource_group_name = ""rg-prod-eastus-65""

  ip_configuration {
    name = ""internal-mu""
    subnet_id                     = azurerm_subnet.subnet-prod.id
    private_ip_address_allocation = ""japaneast""
  }
}

resource ""azurerm_subnet"" ""subnet-prod"" {
  name = ""subnet-prod-fm""
  resource_group_name = ""rg-prod-eastus-8z""
  virtual_network_name = ""vnet-main-ov""
  address_prefixes     = [""10.4.4.0/24""]
}"
6.log::p23,6.log,1,"
resource ""azurerm_network_interface"" ""nic"" {
  name = ""vmnic01-dy""
  location = ""eastus""
  resource_group_name = ""rg-prod-eastus-sa""

  ip_configuration {
    name = ""internal-l8""
    subnet_id                     = azurerm_subnet.subnet-prod.id
    private_ip_address_allocation = ""uksouth""
  }
}

resource ""azurerm_subnet"" ""subnet-prod"" {
  name = ""subnet-prod-m1""
  resource_group_name = ""rg-prod-eastus-g9""
  virtual_network_name = ""vnet-main-fk""
  address_prefixes     = [""10.2.8.0/24""]
}"
